OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),DefaultData,Comments,ComplianceStatus,Outlier,TotalGHGEmissions,GHGEmissionsIntensity
337,2016,NonResidential,Large Office,1800 Ninth,1800 9th Avenue,Seattle,WA,98101.0,0660001135,7,DOWNTOWN,47.61516,-122.33303,1990,1.0,16,480840,141600,339240,"Fitness Center/Health Club/Gym, Office, Other, Parking, Restaurant",Office,311736.0,Parking,123356.0,Fitness Center/Health Club/Gym,18239.0,,94.0,52.70000076,54.40000153,164.6000061,170.1000061,17867002.0,18468776.0,0.0,5197326.0,17733276.0,1337.241333,133724.0,False,,Compliant,,130.73,0.27
339,2016,NonResidential,Small- and Mid-Sized Office,Broderick Building,615 2nd Avenue,Seattle,WA,98104.0,0939000130,7,DOWNTOWN,47.60266,-122.33332,1900,1.0,7,89550,0,89550,"Office, Retail Store, Social/Meeting Hall",Office,64712.0,Retail Store,10058.0,Social/Meeting Hall,7030.0,,85.0,47.70000076,50.59999847,141.6000061,148.8000031,3903259.75,4135330.5,348386.8125,1041873.5,3554872.0,0.0,0.0,False,,Compliant,,51.67,0.58
340,2016,NonResidential,Small- and Mid-Sized Office,The Pioneer Building,600 First Ave,Seattle,WA,98104.0,0939000150,7,DOWNTOWN,47.60219,-122.33347,1900,1.0,6,89355,0,89355,"Office, Retail Store",Office,82355.0,Retail Store,7000.0,,,,66.0,46.79999924,46.90000153,145.3999939,145.5,4178233.5,4188308.75,0.0,1206506.75,4116601.0,616.3200073,61632.0,False,,Compliant,,31.97,0.36
341,2016,NonResidential,Large Office,Dexter Horton Building,710 2nd Avenue,Seattle,WA,98104.0,0939000260,7,DOWNTOWN,47.6036,-122.33288,1922,1.0,15,388934,0,388934,Office,Office,388934.0,,,,,20152014201220112009,89.0,47.79999924,48.79999924,144.0,145.3000031,18576900.0,18982748.0,1192343.75,5095121.0,17384553.0,0.0,0.0,False,,Compliant,,213.23,0.55
342,2016,NonResidential,Large Office,Seattle Exchange Building,821 2nd ave,Seattle,WA,98104.0,0939000335,7,DOWNTOWN,47.60403,-122.33497,1929,1.0,22,384302,0,384302,"Convenience Store without Gas Station, Food Service, Office",Office,348969.0,Convenience Store without Gas Station,3291.899902,Food Service,1437.0,201220092008,98.0,28.39999962,29.60000038,89.30000305,93.0,10062436.0,10471812.0,0.0,2949131.0,10062435.0,0.0,0.0,False,,Compliant,,70.15,0.18
343,2016,NonResidential,Large Office,Norton Building,801 2nd Ave Suite 1300,Seattle,WA,98104.0,0939000355,7,DOWNTOWN,47.6037,-122.33447,1958,1.0,17,378525,84600,293925,"Office, Parking",Office,236827.0,Parking,83311.0,Restaurant,14679.0,,69.0,105.1999969,0.0,240.8999939,0.0,24906132.0,0.0,10921066.0,4098787.75,13985064.0,0.0,0.0,False,,Compliant,,940.47,2.48
345,2016,NonResidential,Large Office,999 Third Avenue,"999 3rd Avenue, Suite 1550",Seattle,WA,98104.0,0939000435,7,DOWNTOWN,47.60505,-122.33427,1983,1.0,47,1323055,0,1323055,"Office, Parking, Restaurant",Office,1011135.0,Parking,272682.0,Restaurant,37595.0,,94.0,42.59999847,42.59999847,133.5,133.5,44683660.0,44683660.0,0.0,13048606.0,44521844.0,1618.117065,161812.0,False,,Compliant,,318.97,0.24
346,2016,NonResidential,Large Office,1000 Second Avenue,1000 Second Avenue,Seattle,WA,98104.0,0939000475,7,DOWNTOWN,47.60567,-122.33511,1986,1.0,41,589921,129432,460489,"Office, Parking, Pre-school/Daycare",Office,470416.0,Parking,107667.0,Pre-school/Daycare,10290.0,20162015,84.0,51.20000076,51.20000076,160.6999969,160.6999969,24603420.0,24603420.0,0.0,7210849.0,24603417.0,0.0,0.0,False,,Compliant,,171.52,0.29
347,2016,NonResidential,Small- and Mid-Sized Office,1015 Second Avenue,1015 Second Avenue,Seattle,WA,98104.0,0939000520,7,DOWNTOWN,47.60542,-122.33588,1950,1.0,6,91091,1392,89699,"Office, Parking",Office,89699.0,Parking,1392.0,,,,,20.5,21.39999962,53.90000153,55.0,1835804.875,1916413.75,480784.0,397133.9063,1355021.0,0.0,0.0,False,,Compliant,,46.56,0.51
348,2016,NonResidential,Large Office,1101 Second Avenue (HOB),1101 2nd Avenue,Seattle,WA,98101.0,0942000025,7,DOWNTOWN,47.60581,-122.33664,1968,1.0,8,157941,62993,94948,"Office, Parking",Office,84838.0,Parking,15401.0,,,2016,81.0,44.09999847,44.09999847,138.5,138.5,3743228.5,3743228.5,0.0,1097077.25,3743228.0,0.0,0.0,False,,Compliant,,26.1,0.17
349,2016,NonResidential,Large Office,2nd and Seneca,1191 2nd Avenue,Seattle,WA,98101.0,0942000030,7,DOWNTOWN,47.60614,-122.33674,1991,1.0,29,635303,197231,438072,"Office, Parking",Office,522667.0,Parking,194435.0,Convenience Store without Gas Station,6122.0,201620152014201320112010200920072000,95.0,34.90000153,35.90000153,108.8000031,111.9000015,18221224.0,18754466.0,180731.7969,5287365.0,18040489.0,0.0,0.0,False,,Compliant,,139.72,0.22
350,2016,NonResidential,Large Office,Second And Spring Building,1100 Second Avenue,Seattle,WA,98101.0,0942000045,7,DOWNTOWN,47.60642,-122.33581,1958,1.0,6,172842,25920,146922,"Data Center, Office, Parking",Office,99890.0,Data Center,39336.0,Parking,25000.0,,,297.3999939,299.2000122,909.5999756,911.5,41399504.0,41650404.0,0.0,11663150.0,39794668.0,16048.30957,1604831.0,False,,Non-Compliant,High outlier,362.66,2.1
351,2016,NonResidential,Large Office,1111 Third Avenue,1111 3rd Ave Suite 310,Seattle,WA,98101.0,0942000050,7,DOWNTOWN,47.60655,-122.33533,1980,1.0,34,776762,162604,614158,"Office, Parking",Office,606050.0,Parking,154947.0,,,201620092008,81.0,53.70000076,53.79999924,168.3000031,168.3999939,32552428.0,32577050.0,0.0,9512705.0,32457349.0,950.7598877,95076.0,False,,Compliant,,231.32,0.3
352,2016,NonResidential,Large Office,Abraham Lincoln Building (Wallysons Inc),1110 Third Avenue,Seattle,WA,98101.0,0942000140,7,DOWNTOWN,47.60671,-122.33456,1972,1.0,14,186768,23775,162993,"Data Center, Office, Parking",Office,182540.0,Parking,33671.0,Data Center,240.0,201620142012,95.0,52.70000076,53.90000153,142.8000031,143.1000061,9641043.0,9843217.0,2154977.5,2194040.0,7486064.0,0.0,0.0,False,,Compliant,,218.53,1.17
353,2016,NonResidential,Large Office,Safeco Plaza,1001 Fourth Avenue,Seattle,WA,98154.0,0942000300,7,DOWNTOWN,47.60615,-122.33388,1969,1.0,49,1123435,368980,754455,"Financial Office, Food Sales, Office, Other, Parking",Office,808980.0,Parking,232248.0,Other,30329.0,20162015201420122008,89.0,52.70000076,55.5,149.0,154.6999969,45163308.0,47518124.0,0.0,11248209.0,38378889.0,67844.14844,6784415.0,False,,Compliant,,627.87,0.56
354,2016,NonResidential,Large Office,Fourth & Madison,925 Fourth Avenue,Seattle,WA,98104.0,0942000345,7,DOWNTOWN,47.60549,-122.33319,2002,1.0,37,1052469,164420,888049,"Convenience Store without Gas Station, Data Center, Financial Office, Fitness Center/Health Club/Gym, Office, Other, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc), Restaurant",Office,765351.0,Parking,185581.0,Financial Office,103478.0,2016201520142013201220112010200920082007200620052004,93.0,46.29999924,47.20000076,145.3000031,148.3000031,41213584.0,42071712.0,0.0,12079009.0,41213579.0,0.0,0.0,False,,Compliant,,287.32,0.27
355,2016,NonResidential,Large Office,901 Fifth Avenue,901 Fifth Avenue,Seattle,WA,98164.0,0942000365,7,DOWNTOWN,47.60616,-122.33165,1973,1.0,42,617684,171500,446184,"Financial Office, Office, Parking, Retail Store",Office,581558.0,Parking,189600.0,Retail Store,18026.0,201520142013,28.0,115.9000015,119.4000015,361.2000122,372.0,69519808.0,71568952.0,882983.5,20116302.0,68636822.0,0.0,0.0,False,,Compliant,,546.65,0.88
356,2016,NonResidential,Large Office,The Central Building,810 Third Avenue,Seattle,WA,98104.0,0942000550,7,DOWNTOWN,47.60471,-122.33261,1907,1.0,8,201480,0,201480,"Non-Refrigerated Warehouse, Office, Retail Store",Office,161762.0,Retail Store,29094.0,Non-Refrigerated Warehouse,10624.0,,91.0,44.29999924,47.20000076,123.5,129.3999939,8921778.0,9510490.0,1619966.875,2140038.0,7301810.0,0.0,0.0,False,,Compliant,,175.95,0.87
357,2016,Nonresidential COS,Large Office,Seattle Municipal Tower (2030),700 Fifth Avenue,Seattle,WA,98104.0,0942000720,3,DOWNTOWN,47.60501,-122.32988,1990,1.0,63,1354987,159600,1195387,"Office, Parking",Office,1191115.0,Parking,159599.0,Other,18656.0,2014201320112010200920082007,89.0,50.40000153,50.40000153,158.1000061,158.1000061,61576184.0,61576184.0,0.0,18046946.0,61576180.0,0.0,0.0,False,,Compliant,,429.27,0.32
358,2016,Nonresidential COS,Large Office,Justice Center,610 5th Ave,Seattle,WA,98104.0,0942000750,3,DOWNTOWN,47.60421,-122.32919,2001,1.0,14,310490,0,310490,"Data Center, Office, Other",Office,269284.0,Other,28394.0,Data Center,600.0,,,71.0,73.59999847,187.5,189.5,21169502.0,21960822.0,0.0,4725684.5,16124036.0,50454.64844,5045465.0,False,,Compliant,,380.37,1.23
359,2016,Nonresidential COS,Large Office,City Hall,600 4th Ave,Seattle,WA,98104.0,0942000810,7,DOWNTOWN,47.60377,-122.32971,2003,1.0,8,199530,30660,168870,"Office, Other, Parking, Restaurant",Office,160418.0,Parking,18590.0,Other,17480.0,,69.0,73.19999695,77.40000153,178.1000061,181.0,13214416.0,13972700.0,0.0,2561244.0,8738965.0,44754.50781,4475451.0,False,,Compliant,,298.61,1.5
360,2016,NonResidential,Large Office,Chinook Building,401 Fifth Ave.,Seattle,WA,98104.0,0942001105,7,DOWNTOWN,47.60249,-122.32854,2006,1.0,13,372242,52703,319539,"Office, Parking",Office,319539.0,Parking,52703.0,,,,98.0,43.29999924,43.40000153,119.0999985,116.9000015,13843866.0,13862720.0,0.0,3296889.25,11248986.0,25948.78125,2594878.0,False,,Compliant,,216.24,0.58
361,2016,NonResidential,Large Office,Yesler Building,400 YESLER WAY,Seattle,WA,98104.0,0942001150,7,DOWNTOWN,47.60193,-122.32812,1909,1.0,7,114395,8296,106099,Office,Office,96582.0,,,,,,99.0,28.39999962,30.79999924,65.40000153,67.80000305,2746560.75,2970604.25,0.0,480858.5,1640689.0,11058.71094,1105871.0,False,,Compliant,,70.17,0.61
363,2016,NonResidential,Retail Store,University Book Store,4326 University Way NE,Seattle,WA,98105.0,1142000075,4,NORTHEAST,47.66024,-122.31278,1978,1.0,2,89200,0,89200,Retail Store,Retail Store,89200.0,,,,,,83.0,72.40000153,75.19999695,204.8999939,206.8000031,6461937.0,6707359.5,0.0,1611701.375,5499125.0,9628.110352,962811.0,False,,Compliant,,89.47,1.0
364,2016,NonResidential,Large Office,UW Tower Bldg Complex,4333 Brooklyn Ave,Seattle,WA,98195.0,1142000280,4,NORTHEAST,47.66072,-122.31466,1971,1.0,23,474546,0,474546,Office,Office,474546.0,,,,,,77.0,60.0,63.20000076,188.3000031,198.5,28450436.0,29997380.0,0.0,8338345.0,28450433.0,0.0,0.0,False,,Compliant,,198.34,0.42
365,2016,NonResidential,Other,UW Tower Data Center,4333 BROOKLYN AVE NE,Seattle,WA,98185.0,1142000290,4,NORTHEAST,47.6606,-122.31512,1969,1.0,5,36000,0,36000,Data Center,Data Center,36000.0,,,,,2016201520142013,96.0,834.4000244,834.4000244,2620.0,2620.0,30038490.0,30038490.0,0.0,8803777.0,30038487.0,0.0,0.0,False,,Compliant,,209.41,5.82
366,2016,NonResidential,Small- and Mid-Sized Office,University District Office Buiding,1107 NE 45th St,Seattle,WA,98105.0,1142000500,4,NORTHEAST,47.661,-122.31626,1961,0.0,5,99005,0,99005,Office,Office,79555.0,,,,,,70.0,59.40000153,63.0,137.6000061,140.6999969,4728488.5,5008123.5,0.0,839159.3125,2863212.0,18652.76563,1865277.0,False,,Compliant,,119.03,1.2
367,2016,NonResidential,Large Office,4311 Roosevelt,4311 11th Avenue NE,Seattle,WA,98105.0,1142000530,4,NORTHEAST,47.66065,-122.31689,2002,1.0,6,135051,44248,90803,"Office, Parking",Office,95943.0,Parking,42500.0,,,2017201620152014201320112008,88.0,46.09999847,46.09999847,144.8999939,144.8999939,4426136.0,4426136.0,0.0,1297226.125,4426136.0,0.0,0.0,False,,Compliant,,30.86,0.23
368,2016,NonResidential,Large Office,4300 Roosevelt,4300 Roosevelt Way NE,Seattle,WA,98105.0,1142000550,4,NORTHEAST,47.65999,-122.31741,2002,1.0,5,220649,82720,137929,"Office, Parking",Office,145754.0,Parking,90000.0,,,201720162015201420132008,93.0,48.29999924,48.29999924,151.8000031,151.8000031,7046345.5,7046345.5,0.0,2065165.5,7046345.0,0.0,0.0,False,,Compliant,,49.12,0.22
369,2016,NonResidential,Self-Storage Facility,Seattle Vault Self Storage,1800 Terry Ave.,Seattle,WA,98101.0,0660001580,7,DOWNTOWN,47.61591,-122.33238,1964,1.0,5,93660,0,93660,Self-Storage Facility,Self-Storage Facility,93660.0,,,,,,,9.300000191,10.0,29.29999924,31.5,873221.875,940359.1875,0.0,255926.7031,873222.0,0.0,0.0,False,,Compliant,,6.09,0.07
370,2016,NonResidential,Large Office,Metropolitan Park West,1100 Olive Way,Seattle,WA,98101.0,0660002054,7,DOWNTOWN,47.61597,-122.33086,1980,1.0,18,413715,64660,349055,"Office, Parking",Office,348270.0,Parking,69634.0,,,20162015201320122010,79.0,69.59999847,69.59999847,218.3999939,218.3999939,24224888.0,24224888.0,0.0,7099908.0,24224886.0,0.0,0.0,False,,Compliant,,168.88,0.41
371,2016,NonResidential,Mixed Use Property,METROPOLITAN PARK NORTH (ID371),1220 HOWELL ST,Seattle,WA,98101.0,0660002381,7,DOWNTOWN,47.6177,-122.3306,2000,1.0,11,381381,195621,185760,"Fitness Center/Health Club/Gym, Office, Parking",Parking,182820.0,Office,164192.0,Fitness Center/Health Club/Gym,37782.0,,94.0,48.40000153,49.20000076,150.8999939,153.5,9765777.0,9944328.0,0.0,2834648.75,9671822.0,939.5400391,93954.0,False,,Compliant,,72.42,0.19
372,2016,NonResidential,Large Office,Metropolitan Park East,1730 Minor Avenue,Seattle,WA,98101.0,0660002410,7,DOWNTOWN,47.61695,-122.32965,1988,1.0,20,497513,118744,378769,"Office, Parking",Office,367623.0,Parking,114510.0,,,2015201320122010,65.0,73.0,0.0,227.8999939,0.0,26823218.0,0.0,0.0,7796691.0,26602310.0,2209.050049,220905.0,False,,Compliant,,197.19,0.4
373,2016,NonResidential,Large Office,Fourth and Blanchard,2101 Fourth Avenue,Seattle,WA,98121.0,0694000205,7,DOWNTOWN,47.61431,-122.34244,1979,1.0,24,543876,116721,427155,"Office, Parking",Office,424044.0,Parking,107300.0,,,,79.0,59.70000076,61.70000076,187.3999939,193.6000061,25307744.0,26144226.0,0.0,7417274.5,25307741.0,0.0,0.0,False,,Compliant,,176.43,0.32
374,2016,NonResidential,Mixed Use Property,ECONET (ID#374),3005 1ST AVE,Seattle,WA,98121.0,0695000135,7,DOWNTOWN,47.6177,-122.3545,1980,1.0,4,109347,38700,70647,"Laboratory, Office, Parking",Laboratory,42389.0,Parking,38700.0,Office,28258.0,,,116.3000031,118.5999985,343.6000061,346.0,8218155.5,8381544.5,0.0,2193628.0,7484659.0,7334.959961,733496.0,False,,Compliant,,91.13,0.83
375,2016,NonResidential,Large Office,Third and Broad,2901 Third Avenue,Seattle,WA,98121.0,0695000335,7,DOWNTOWN,47.6182,-122.352,1982,1.0,6,396626,124216,272410,"Office, Parking",Office,274002.0,Parking,122624.0,,,,64.0,74.30000305,73.59999847,233.3000031,231.1999969,20361158.0,20179120.0,0.0,5967513.5,20361156.0,0.0,0.0,False,,Compliant,,141.95,0.36
376,2016,NonResidential,Large Office,5th and Bell,2301 5th Ave,Seattle,WA,98121.0,0696000175,7,DOWNTOWN,47.61598,-122.34369,2002,1.0,6,287471,83591,203880,"Office, Other, Other - Restaurant/Bar, Parking",Office,191814.0,Parking,72178.0,Other - Restaurant/Bar,5322.0,20162011201020092008,74.0,74.90000153,74.90000153,235.1000061,235.1000061,14913424.0,14913424.0,0.0,4370874.0,14913422.0,0.0,0.0,False,,Compliant,,103.97,0.36
377,2016,NonResidential,Large Office,Fifth and Wall LLC,521 Wall Street,Seattle,WA,98121.0,0697000064,7,DOWNTOWN,47.61734,-122.34434,1947,1.0,3,192630,48512,144118,"Office, Parking",Office,146157.0,Parking,48199.0,,,2007,94.0,36.70000076,38.09999847,112.4000015,117.0,5357833.0,5569686.0,0.0,1515135.25,5169641.0,1881.909668,188191.0,False,,Compliant,,46.03,0.24
379,2016,NonResidential,Large Office,3101 Western Avenue,3101 Western Avenue,Seattle,WA,98121.0,0698000040,7,DOWNTOWN,47.6176,-122.35686,1984,1.0,8,253103,61986,191117,"Laboratory, Office, Other, Parking",Office,158681.0,Parking,70190.0,Other,21782.0,2010,3.0,161.1999969,161.1999969,506.1000061,506.1000061,29949248.0,29949248.0,0.0,8777621.0,29949243.0,0.0,0.0,False,,Compliant,,208.79,0.82
381,2016,NonResidential,Supermarket / Grocery Store,70500872 -- Holman Road,9999 Holman Road NW,Seattle,WA,98117.0,0767000060,6,NORTHWEST,47.7019,-122.36374,1956,1.0,1,60880,0,60880,Supermarket/Grocery Store,Supermarket/Grocery Store,61666.0,,,,,,54.0,231.8000031,239.0,518.7999878,523.5999756,14293972.0,14736775.0,0.0,2381365.25,8125218.0,61687.52734,6168753.0,False,,Compliant,,384.27,6.31
382,2016,NonResidential,Small- and Mid-Sized Office,Collins Building,524 2nd Ave,Seattle,WA,98104.0,0939000025,7,DOWNTOWN,47.60227,-122.33202,1900,1.0,5,50176,0,50176,"Office, Other, Restaurant",Office,50328.0,Other,8329.0,Restaurant,4253.0,,77.0,46.59999847,46.59999847,143.1999969,143.1999969,2933288.75,2933288.75,0.0,831375.875,2836654.0,966.3400269,96634.0,False,,Compliant,,24.91,0.5
383,2016,NonResidential,Large Office,Smith Tower,506 Second Avenue,Seattle,WA,98104.0,0939000060,7,DOWNTOWN,47.60198,-122.33174,1912,1.0,42,304346,0,304346,"Office, Other - Restaurant/Bar, Retail Store, Single Family Home",Office,245028.0,Retail Store,8429.0,Other - Restaurant/Bar,7518.0,,72.0,88.40000153,94.5,182.6000061,189.1000061,23262244.0,24880988.0,1014422.375,3294180.5,11239744.0,110080.7734,11008077.0,False,,Compliant,,741.3,2.44
384,2016,NonResidential,Warehouse,Dawn Food Products,6901 fox ave south,Seattle,WA,98108.0,0001800113,2,GREATER DUWAMISH,47.54066,-122.33023,1977,1.0,1,128800,0,128800,"Non-Refrigerated Warehouse, Other",Non-Refrigerated Warehouse,119200.0,Other,9600.0,,,,97.0,14.0,16.29999924,20.79999924,23.29999924,1809101.5,2098949.75,0.0,108982.8984,371850.0,14372.51855,1437252.0,False,,Compliant,,78.92,0.61
385,2016,NonResidential,Large Office,Skinner Building,1326 5th Avenue,Seattle,WA,98101.0,0002400002,7,DOWNTOWN,47.60932,-122.33388,1927,1.0,8,321945,0,321945,"Office, Performing Arts, Retail Store",Office,166919.0,Performing Arts,39355.0,Retail Store,19787.0,20172016201520092008,76.0,60.40000153,62.29999924,158.0,160.1999969,13656587.0,14072349.0,3700629.75,2917923.75,9955956.0,0.0,0.0,False,,Compliant,,355.05,1.1
386,2016,NonResidential,Large Office,IBM-COS,1200 5th avenue,Seattle,WA,98101.0,0002400002,7,DOWNTOWN,47.60842,-122.33305,1964,1.0,22,336330,0,336330,"Office, Other - Restaurant/Bar, Parking",Office,256299.0,Parking,66430.0,Other - Restaurant/Bar,7438.0,,77.0,71.90000153,74.80000305,182.6999969,186.1999969,18967014.0,19730534.0,5370612.0,3849416.0,13134207.0,4621.937012,462194.0,False,,Compliant,,530.66,1.58
387,2016,NonResidential,Large Office,Puget Sound Plaza,1325 4th Avenue,Seattle,WA,98101.0,0002400002,7,DOWNTOWN,47.60869,-122.33588,1960,1.0,21,298426,0,298426,"Office, Other - Education, Parking",Office,286538.0,Parking,197750.0,Other - Education,11888.0,2017201320092008,79.0,90.69999695,95.69999695,202.1000061,206.8999939,27076922.0,28559888.0,12760971.0,4195765.0,14315950.0,0.0,0.0,False,,Compliant,,1084.79,3.64
388,2016,NonResidential,Large Office,Rainier Tower,1301 5th Ave,Seattle,WA,98101.0,0002400003,7,DOWNTOWN,47.60896,-122.33481,1976,1.0,42,635824,0,635824,"Financial Office, Office, Other, Parking, Restaurant",Office,718473.0,Parking,40000.0,Restaurant,19671.0,,69.0,62.90000153,62.90000153,197.6000061,197.6000061,48479988.0,48479988.0,0.0,14208670.0,48479982.0,0.0,0.0,False,,Compliant,,337.97,0.53
389,2016,NonResidential,Hotel,Fairmont Olympic Seattle,411 University Street,Seattle,WA,98101.0,0002400003,7,DOWNTOWN,47.60804,-122.33391,1923,1.0,12,542305,0,542305,"Hotel, Swimming Pool",Hotel,542305.0,Swimming Pool,0.0,,,,45.0,104.1999969,105.1999969,210.1999969,209.3999939,56485204.0,57051236.0,28438884.0,7056889.5,24078107.0,39682.11328,3968211.0,False,,Compliant,,2573.75,4.75
390,2016,NonResidential,Retail Store,RAINIER ELECTRONICS LLC,2700 RAINIER AVE. S.,Seattle,WA,98144.0,0003600052,2,SOUTHEAST,47.57936,-122.29744,1980,1.0,2,291940,0,291940,"Office, Retail Store",Retail Store,191940.0,Office,100000.0,,,,80.0,40.0,41.40000153,113.1999969,113.9000015,11688601.0,12080064.0,0.0,2911448.0,9933861.0,17547.39063,1754739.0,False,,Compliant,,162.45,0.56
391,2016,NonResidential,Mixed Use Property,Thaw Building,8300 Military Rd South,Seattle,WA,98108.0,0007400015,2,GREATER DUWAMISH,47.52871,-122.29443,1970,0.0,1,88400,0,88400,"Distribution Center, Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,33450.0,Office,29620.0,Distribution Center,27715.0,,42.0,48.29999924,53.0,109.0,113.9000015,4383100.5,4811200.0,0.0,741693.375,2530658.0,18524.42188,1852442.0,False,,Compliant,,116.03,1.31
392,2016,NonResidential,Warehouse,Linden Bldg,910 N 137th St,Seattle,WA,98133.0,0164000120,5,NORTHWEST,47.72912,-122.34677,1960,1.0,1,52311,0,52311,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,51116.0,,,,,,96.0,18.20000076,21.70000076,19.79999924,23.5,930611.875,1109137.125,0.0,4913.5,16765.0,9138.469727,913847.0,False,,Compliant,,48.65,0.93
393,2016,NonResidential,Other,500 Yale,500 Yale Ave N,Seattle,WA,98109.0,0209000030,7,LAKE UNION,47.62323,-122.33028,2009,1.0,5,141131,69710,71421,"Office, Parking, Personal Services (Health/Beauty, Dry Cleaning, etc)",Parking,74831.0,Office,71643.0,,,,,43.09999847,43.09999847,135.1999969,135.1999969,3085814.0,3085814.0,0.0,904400.1875,3085813.0,0.0,0.0,False,,Compliant,,21.51,0.15
394,2016,NonResidential,Large Office,501 Eastlake Ave. (ID394) Republican Building,501 EASTLAKE AVE E,Seattle,WA,98109.0,0209000050,7,LAKE UNION,47.62333,-122.3296,2001,1.0,5,176532,70067,106465,"Office, Parking",Office,103494.0,Parking,70067.0,,,2015,60.0,56.09999847,56.09999847,176.1000061,176.1000061,5803409.0,5803409.0,0.0,1700881.75,5803409.0,0.0,0.0,False,,Compliant,,40.46,0.23
395,2016,NonResidential,Warehouse,Ferguson Terminal,4205 9th Ave NW,Seattle,WA,98107.0,0467000050,6,BALLARD,47.65825,-122.3683,1973,1.0,1,52500,0,52500,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,49395.0,Office,5853.0,,,,2.0,72.19999695,76.80000305,191.8000031,196.6000061,3989399.0,4243867.0,0.0,898234.875,3064777.0,9246.209961,924621.0,False,,Compliant,,70.47,1.34
396,2016,NonResidential,Warehouse,SBC396,5301 Shilshole Ave NW,Seattle,WA,98107.0,0467000420,6,BALLARD,47.66587,-122.38476,1959,1.0,2,57300,0,57300,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29001.0,Office,28299.0,,,,55.0,79.59999847,88.90000153,151.1999969,161.0,4560492.0,5095134.5,0.0,543351.0,1853914.0,27065.78125,2706578.0,False,,Compliant,,156.67,2.73
398,2016,NonResidential,Large Office,2601 Elliott Avenue,2601 Elliott Avenue,Seattle,WA,98121.0,0653000250,7,DOWNTOWN,47.61429,-122.35263,1916,1.0,6,350310,0,350310,"College/University, Office, Restaurant",Office,305233.0,College/University,26900.0,Restaurant,7666.0,2017,90.0,53.29999924,53.29999924,154.1999969,154.1999969,18102026.0,18102026.0,0.0,4681819.0,15974366.0,21276.56445,2127656.0,False,,Compliant,,224.36,0.64
399,2016,NonResidential,Large Office,1201 Third Avenue,1201 3rd ave,Seattle,WA,98101.0,1974700120,7,DOWNTOWN,47.60723,-122.33611,1988,1.0,55,1400000,285000,1115000,"Office, Other, Parking, Restaurant",Office,994116.0,Parking,264481.0,Other,133598.0,2017201120102007,92.0,46.70000076,48.5,140.1999969,145.3000031,53079164.0,55140300.0,2179487.75,14499658.0,49472833.0,14268.40039,1426840.0,False,,Compliant,,588.9,0.42
401,2016,NonResidential,Hotel,WAC aggregate,1325 6th Ave,Seattle,WA,98101.0,1975700025,7,DOWNTOWN,47.60968,-122.33379,1930,1.0,21,305548,0,305548,Hotel,Hotel,310000.0,,,,,,58.0,108.8000031,111.4000015,220.6000061,222.1999969,33729336.0,34527356.0,16284570.0,4272584.5,14578058.0,28667.04883,2866705.0,False,,Compliant,,1510.85,4.94
402,2016,NonResidential,Large Office,US Bank Centre,1420 5th Avenue,Seattle,WA,98101.0,1975700080,7,DOWNTOWN,47.61054,-122.33466,1989,1.0,46,1536606,512608,1023998,"Financial Office, Office, Other, Parking, Restaurant, Retail Store",Office,1002403.0,Parking,377046.0,Other,53116.0,201720162014201320122011201020092007,89.0,51.90000153,53.59999847,157.3000031,162.6999969,56606136.0,58506844.0,0.0,15729209.0,53668061.0,29380.69922,2938070.0,False,,Compliant,,530.18,0.35
403,2016,NonResidential,Large Office,Logan Building,500 Union St,Seattle,WA,98101.0,1975700095,7,DOWNTOWN,47.61003,-122.33452,1958,1.0,10,135918,0,135918,Office,Office,144570.0,,,,,,91.0,44.40000153,46.79999924,111.0999985,114.0,6423556.5,6771618.5,2121203.0,1260947.625,4302353.0,0.0,0.0,False,,Compliant,,193.72,1.43
404,2016,NonResidential,Retail Store,O'Shea Building,501 Pine Street,Seattle,WA,98101.0,1975700115,7,DOWNTOWN,47.61159,-122.33601,1914,1.0,4,79957,0,79957,"Office, Retail Store",Retail Store,35694.0,Office,29723.0,,,,25.0,80.30000305,79.09999847,252.1000061,248.1999969,5252131.0,5171529.0,0.0,1539311.375,5252130.0,0.0,0.0,False,,Compliant,,36.61,0.46
