OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,TaxParcelIdentificationNumber,Location,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),DefaultData,Comment,ComplianceStatus,Outlier,2010 Census Tracts,Seattle Police Department Micro Community Policing Plan Areas,City Council Districts,SPD Beats,Zip Codes
759,2015,NonResidential,Mixed Use Property,ODD FELLOWS LODGE - RETAIL,6003500460,"{'latitude': '47.61500045', 'longitude': '-122.3198382', 'human_address': '{""address"": ""915 E PINE ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98122""}'}",3,EAST,1908,1,4.0,55520,0,55520,"Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,17120.0,Performing Arts,15300.0,Self-Storage Facility,13400.0,,,61.2,69.4,96.5,105.2,3395651.0,3852835.0,0.0,251707.0,858860.0,25368.0,2536826.0,0.0,140.72,2.47,No,,Compliant,,,8.0,,11.0,19578
760,2015,NonResidential,Large Office,BROADACRES BLDG,1977200040,"{'latitude': '47.61045662', 'longitude': '-122.3404384', 'human_address': '{""address"": ""1601 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1908,1,10.0,132998,0,132998,"Office, Retail Store",Office,84731.0,Retail Store,53526.0,,,,87.0,37.7,41.4,95.0,99.5,5207349.0,5730011.0,1663608.0,1038611.0,3543888.0,0.0,0.0,0.0,153.12,1.04,Yes,,Compliant,,,14.0,,30.0,18081
761,2015,NonResidential,Retail Store,ROSS DRESS FOR LESS,1975700300,"{'latitude': '47.60939705', 'longitude': '-122.3370035', 'human_address': '{""address"": ""301 PIKE ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1940,1,3.0,83118,0,83118,Retail Store,Retail Store,45000.0,,,,,,51.0,58.8,60.3,175.2,176.8,2643948.0,2713835.0,0.0,716301.0,2444122.0,1999.0,199928.0,0.0,27.66,0.21,Yes,,Compliant,,,14.0,,24.0,18081
762,2015,NonResidential,Retail Store,KRESS BUILDING,1975700485,"{'latitude': '47.60931778', 'longitude': '-122.33786011', 'human_address': '{""address"": ""1419 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1924,1,3.0,77555,0,77555,Retail Store,Retail Store,73563.0,,,,,,39.0,109.6,109.6,334.9,334.9,8063959.0,8063959.0,0.0,2267108.0,7735694.0,3286.0,328587.0,0.0,71.38,0.49,Yes,,Compliant,,,14.0,,24.0,18081
763,2015,NonResidential,Small- and Mid-Sized Office,MARKET SQUARE,7666202405,"{'latitude': '47.60757597', 'longitude': '-122.3409389', 'human_address': '{""address"": ""1415 WESTERN AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1909,1,6.0,51218,0,51218,"Office, Restaurant",Office,44913.0,Restaurant,7044.0,,,,65.0,50.5,50.5,158.7,158.7,2625300.0,2625300.0,0.0,769431.0,2625409.0,0.0,0.0,0.0,18.3,0.14,No,,Compliant,,,14.0,,30.0,18081
764,2015,NonResidential,Large Office,FINANCIAL CENTER,2400002,"{'latitude': '47.60831575', 'longitude': '-122.33544853', 'human_address': '{""address"": ""1215 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1970,1,29.0,489182,0,489182,"Office, Other, Other - Restaurant/Bar, Parking",Office,371450.0,Parking,65451.0,Other,9295.0,,50.0,83.5,85.9,262.3,269.7,32381836.0,33300954.0,0.0,9490573.0,32383179.0,0.0,0.0,0.0,225.75,0.18,No,,Compliant,,,14.0,,24.0,18081
765,2015,NonResidential,Large Office,SEATTLE TOWER,1975200005,"{'latitude': '47.60765462', 'longitude': '-122.3355124', 'human_address': '{""address"": ""1218 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1929,1,27.0,216571,13320,203251,"Office, Other - Technology/Science, Parking",Office,182604.0,Parking,13320.0,Other - Technology/Science,6246.0,"2014, 2013, 2012, 2008",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,Compliant,,,14.0,,24.0,18081
766,2015,NonResidential,Large Office,SEATTLE TELECOM - 1200 3RD AVENUE,1975200015,"{'latitude': '47.60749343', 'longitude': '-122.3352206', 'human_address': '{""address"": ""1200 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1921,1,13.0,189175,0,189175,"Office, Other",Office,151740.0,Other,12645.0,,,,13.0,115.7,115.7,363.3,363.3,19018762.0,19018762.0,0.0,5574080.0,19019550.0,0.0,0.0,0.0,132.59,0.27,Yes,,Compliant,,,14.0,,24.0,18081
767,2015,NonResidential,Large Office,1015 THIRD AVENUE BLDG - EXPEDITORS INTERNATIONAL,939000485,"{'latitude': '47.60565608', 'longitude': '-122.33424818', 'human_address': '{""address"": ""1015 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1998,1,13.0,293803,74481,219322,"Office, Parking",Office,145491.0,Parking,70603.0,,,,25.0,117.2,117.2,367.9,367.9,17044842.0,17044842.0,0.0,4995558.0,17045551.0,0.0,0.0,0.0,118.83,0.15,No,,Compliant,,,14.0,,19.0,18379
768,2015,NonResidential,Large Office,1201 WESTERN BUILDING,7666202480,"{'latitude': '47.60586544', 'longitude': '-122.3393185', 'human_address': '{""address"": ""1201 WESTERN AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98101""}'}",7,DOWNTOWN,1910,1,7.0,122356,0,122356,"Data Center, Office, Retail Store",Office,95942.0,Retail Store,15523.0,Data Center,182.0,,69.0,59.3,59.3,184.5,184.5,6618215.0,6618215.0,0.0,1914275.0,6531777.0,867.0,86709.0,0.0,50.14,0.18,No,,Compliant,,,14.0,,30.0,18081
769,2015,NonResidential,Small- and Mid-Sized Office,UNITED WAY,939000240,"{'latitude': '47.60378793', 'longitude': '-122.33362064', 'human_address': '{""address"": ""720 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1921,1,3.0,52298,0,52298,Office,Office,50250.0,,,,,,88.0,39.6,39.6,124.4,124.4,1990749.0,1990749.0,0.0,583455.0,1990832.0,0.0,0.0,0.0,13.88,0.1,No,,Compliant,,,14.0,,19.0,18379
771,2015,NonResidential,Large Office,HOGE BUILDING,939000230,"{'latitude': '47.60302353', 'longitude': '-122.33364868', 'human_address': '{""address"": ""705 2ND AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1911,1,17.0,116640,0,116640,"Financial Office, Food Service, Office, Other",Office,82053.0,Financial Office,6561.0,Food Service,6333.0,,52.0,70.8,73.8,188.9,192.6,6797528.0,7090985.0,1648136.0,1509200.0,5149604.0,0.0,0.0,0.0,163.11,1.21,No,,Compliant,,,14.0,,19.0,18379
772,2015,NonResidential,Large Office,BANK OF AMERICA FIFTH AVENUE PLAZA,942000470,"{'latitude': '47.60600047', 'longitude': '-122.32993096', 'human_address': '{""address"": ""800 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,DOWNTOWN,1981,1,42.0,1249055,201121,1047934,"Data Center, Medical Office, Office, Parking, Restaurant",Office,983697.0,Parking,296815.0,Medical Office,12941.0,"2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2003, 2002, 2000",93.0,42.0,0.0,127.7,0.0,41818868.0,0.0,0.0,11686460.0,39875857.0,0.0,0.0,1943011.0,277.98,0.09,No,,Compliant,,,14.0,,19.0,18379
773,2015,NonResidential,Small- and Mid-Sized Office,PACIFIC NW TITLE / OLD CHAMBER OF COMMERCE,939000245,"{'latitude': '47.60363571', 'longitude': '-122.33229898', 'human_address': '{""address"": ""715 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1924,1,4.0,63150,0,63150,,,,,,,,,67.0,57.0,57.0,166.1,166.1,2982178.0,2982178.0,0.0,779391.0,2659391.0,3229.0,322897.0,0.0,35.69,0.38,No,,Compliant,,,14.0,,19.0,18379
774,2015,NonResidential,Large Office,PACIFIC BUILDING,942000590,"{'latitude': '47.60401687', 'longitude': '-122.33197962', 'human_address': '{""address"": ""720 3RD AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1970,1,22.0,227556,98556,129000,"Office, Parking",Office,129000.0,Parking,98556.0,,,,74.0,63.6,69.0,199.6,216.6,8201974.0,8900103.0,0.0,2403861.0,8202314.0,0.0,0.0,0.0,57.18,0.1,No,,Compliant,,,14.0,,19.0,18379
775,2015,NonResidential,Large Office,COLUMBIA CENTER,942000640,"{'latitude': '47.60466039', 'longitude': '-122.33028619', 'human_address': '{""address"": ""701 5TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1985,1,76.0,1952220,319400,1632820,"Office, Parking",Office,1680937.0,Parking,319368.0,,,"2016, 2015, 2012, 2009, 2007, 2006",84.0,56.3,55.5,171.9,169.1,94560088.0,93255440.0,0.0,26597630.0,90754881.0,38090.0,3808965.0,0.0,834.96,0.23,No,,Compliant,,,14.0,,19.0,18379
776,2015,NonResidential,Medical Office,FIRST HILL MEDICAL BUILDING,8590900765,"{'latitude': '47.60634747', 'longitude': '-122.3218006', 'human_address': '{""address"": ""515 MINOR AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",3,EAST,1988,1,5.0,188339,99314,89025,"Medical Office, Parking",Medical Office,81873.0,Parking,67000.0,,,,17.0,105.4,107.3,313.3,315.2,8631444.0,8782949.0,0.0,2326199.0,7937320.0,6945.0,694452.0,0.0,92.21,0.31,No,,Compliant,,,19.0,,16.0,18379
777,2015,NonResidential,College/University,HOSPITAL CENTRAL SERVICES LAUNDRY,2254500945,"{'latitude': '47.60963749', 'longitude': '-122.3150317', 'human_address': '{""address"": ""1300 E COLUMBIA ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98122""}'}",3,CENTRAL,1916,1,2.0,60122,0,60122,"College/University, Parking",College/University,60122.0,Parking,0.0,,,,,9.2,11.5,28.9,36.1,552729.0,690820.0,0.0,161996.0,552752.0,0.0,0.0,0.0,3.85,0.02,No,,Compliant,,,19.0,,11.0,19578
778,2015,NonResidential,Small- and Mid-Sized Office,101 KING STREET,7666206830,"{'latitude': '47.59807205', 'longitude': '-122.33368683', 'human_address': '{""address"": ""500 1ST AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",2,DOWNTOWN,1910,1,6.0,95000,13700,81300,"Office, Parking",Office,84481.0,Parking,8474.0,,,,84.0,48.6,50.9,146.9,154.1,4108523.0,4303113.0,0.0,1135544.0,3874637.0,2340.0,234045.0,0.0,39.44,0.24,No,,Compliant,,,49.0,,20.0,18379
779,2015,NonResidential,Large Office,ADMINISTRATION BUILDING - KING COUNTY,942000920,"{'latitude': '47.60386535', 'longitude': '-122.32841507', 'human_address': '{""address"": ""500 4TH AVE"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1971,1,9.0,224857,0,224857,Office,Office,204993.0,,,,,,73.0,73.4,79.0,191.3,195.0,15036617.0,16204393.0,4128470.0,3196995.0,10908600.0,0.0,0.0,0.0,394.71,1.55,No,,Compliant,,,14.0,,19.0,18379
780,2015,NonResidential,Large Office,KING STREET CENTER,5247800795,"{'latitude': '47.59885555', 'longitude': '-122.330957', 'human_address': '{""address"": ""201 S JACKSON ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",2,DOWNTOWN,1998,1,8.0,446261,124788,321473,,,,,,,,,97.0,40.6,40.6,127.5,127.5,13943064.0,13943064.0,0.0,4086478.0,13943642.0,0.0,0.0,0.0,97.2,0.08,No,,Compliant,,,49.0,,20.0,18379
782,2015,NonResidential,Other,DOT 17G_01 1051 BUILDING,7666206955,"{'latitude': '47.59301502', 'longitude': '-122.3345968', 'human_address': '{""address"": ""1051 1ST AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1939,1,2.0,58492,0,58492,Other,Other,58500.0,,,,,,,30.2,30.2,59.1,59.1,1767017.0,1767017.0,0.0,224478.0,765949.0,10011.0,1001099.0,0.0,58.51,0.94,No,,Compliant,,,49.0,,20.0,19584
783,2015,NonResidential,Small- and Mid-Sized Office,MC KINNON FURNITURE,7666206440,"{'latitude': '47.58959849', 'longitude': '-122.3336722', 'human_address': '{""address"": ""1518 1ST AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1907,1,6.0,62370,0,62370,"Office, Restaurant",Office,49473.0,Restaurant,10408.0,,,,30.0,72.4,79.0,227.3,248.0,4335178.0,4728531.0,0.0,1270568.0,4335358.0,0.0,0.0,0.0,30.22,0.19,No,,Compliant,,,57.0,,35.0,19584
784,2015,NonResidential,Non-Refrigerated Warehouse,GRAYBAR ELECTRIC,7666204495,"{'latitude': '47.58481885', 'longitude': '-122.3268261', 'human_address': '{""address"": ""1919 6TH AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1960,1,1.0,73296,0,73296,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,77800.0,Parking,0.0,,,2014,82.0,29.1,35.7,61.8,68.7,2265487.0,2781100.0,0.0,340178.0,1160736.0,11048.0,1104800.0,0.0,66.77,0.84,No,,Compliant,,,57.0,,35.0,19584
785,2015,Nonresidential COS,Other,Airport Way Ctr - Bldg A,7666203240,"{'latitude': '47.5829049', 'longitude': '-122.3228994', 'human_address': '{""address"": ""2203 AIRPORT WAY S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1944,1,4.0,102075,0,102075,"Office, Other",Other,50036.0,Office,49086.0,,,,,144.8,146.2,418.8,417.6,14353034.0,14493458.0,0.0,3707416.0,12650228.0,17033.0,1703329.0,0.0,178.65,1.22,No,,Compliant,,,57.0,,35.0,19584
786,2015,NonResidential,Other,J D OTT COMPANY (2244 6th Ave S),7666203489,"{'latitude': '47.58295949', 'longitude': '-122.3248752', 'human_address': '{""address"": ""2244 6TH AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1985,1,1.0,66133,0,66133,"Non-Refrigerated Warehouse, Office, Other",Other,60787.0,Office,13805.0,Non-Refrigerated Warehouse,2408.0,,,71.1,72.3,212.4,213.6,5477570.0,5565277.0,0.0,1487159.0,5074397.0,4034.0,403382.0,0.0,56.8,0.53,No,,Compliant,,,57.0,,35.0,19584
787,2015,NonResidential,Non-Refrigerated Warehouse,Seattle Lighting Distribution Center,7666207627,"{'latitude': '47.57669998', 'longitude': '-122.3386606', 'human_address': '{""address"": ""26 S HANFORD ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1952,1,2.0,115668,0,115668,"Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,101752.0,Office,8068.0,Retail Store,4270.0,,,26.5,26.5,59.3,59.3,3033190.0,3033190.0,0.0,507075.0,1730211.0,13031.0,1303051.0,0.0,81.27,0.64,No,,Compliant,,,57.0,,35.0,19584
790,2015,NonResidential,Other,PROLOGIS SEATTLE 10 (ROSS DISPLAY),7666207496,"{'latitude': '47.57289218', 'longitude': '-122.3350363', 'human_address': '{""address"": ""3417 1ST AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1969,1,1.0,54171,0,54171,,,,,,,,,,21.0,27.2,35.6,41.7,1008645.0,1308787.0,0.0,92058.0,314113.0,6945.0,694545.0,0.0,39.08,0.7,No,,Compliant,,,57.0,,35.0,19584
791,2015,NonResidential,Other,UPS WAREHOUSE,7376600390,"{'latitude': '47.56299869', 'longitude': '-122.3255706', 'human_address': '{""address"": ""4455 7TH AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",2,GREATER DUWAMISH,1970,1,1.0,141686,0,141686,Other,Other,152511.0,,,,,,,44.6,44.6,140.1,140.1,6802622.0,6802622.0,0.0,1993734.0,6802903.0,0.0,0.0,0.0,47.42,0.13,No,,Compliant,,,22.0,,36.0,18388
792,2015,NonResidential,Small- and Mid-Sized Office,MCKINSTRY HEADQUARTERS,3573700320,"{'latitude': '47.55659397', 'longitude': '-122.3316788', 'human_address': '{""address"": ""5005 3RD AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1950,1,1.0,93610,0,93610,"Data Center, Office",Office,101278.0,Data Center,502.0,,,2016,94.0,60.0,66.8,147.8,154.9,6102883.0,6794765.0,0.0,1210635.0,4130858.0,19722.0,1972197.0,0.0,133.54,1.24,No,"Part of McKinstry’s campus, this remodeled warehouse is mainly office but includes a full-size basketball court and gym with locker rooms, bistro with a full kitchen, and data center. Served by rooftop package units for heating and cooling. Upgrades inclu",Compliant,,,22.0,,36.0,19584
793,2015,NonResidential,Large Office,ATRIUM BLUILDING - SEATTLE DESIGN CENTER,2738100010,"{'latitude': '47.55267715', 'longitude': '-122.32740784', 'human_address': '{""address"": ""5601 6TH AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",2,GREATER DUWAMISH,1973,1,2.0,156188,0,156188,"Office, Parking",Office,141917.0,Parking,0.0,,,,74.0,43.9,46.5,134.4,142.4,6233927.0,6595603.0,0.0,1756860.0,5994655.0,2395.0,239521.0,0.0,54.51,0.18,No,,Compliant,,,22.0,,36.0,18388
794,2015,NonResidential,Non-Refrigerated Warehouse,BLDG C NW CORP PARK,2738100480,"{'latitude': '47.54849916', 'longitude': '-122.3243305', 'human_address': '{""address"": ""703 S FIDALGO ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",2,GREATER DUWAMISH,1966,1,1.0,104900,0,104900,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,56900.0,,,,,,14.0,31.6,31.6,99.2,99.2,1796889.0,1796889.0,0.0,526638.0,1796963.0,0.0,0.0,0.0,12.53,0.05,No,,Compliant,,,22.0,,37.0,18388
796,2015,NonResidential,Retail Store,6100 BUILDING,5367200610,"{'latitude': '47.54698628', 'longitude': '-122.3288012', 'human_address': '{""address"": ""6100 4TH AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",2,GREATER DUWAMISH,1975,1,5.0,238148,0,238148,Retail Store,Retail Store,238148.0,,,,,,27.0,47.7,51.0,149.7,160.3,11356990.0,12156670.0,0.0,3328544.0,11357464.0,0.0,0.0,0.0,79.17,0.13,Yes,,Compliant,,,22.0,,37.0,18388
797,2015,NonResidential,Refrigerated Warehouse,SEATTLE COLD STORAGE,5367204100,"{'latitude': '47.54329841', 'longitude': '-122.3308777', 'human_address': '{""address"": ""303 S RIVER ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",2,GREATER DUWAMISH,1969,1,1.0,71718,0,71718,,,,,,,,,,0.9,0.9,2.9,2.9,93802.0,93802.0,0.0,27492.0,93806.0,0.0,0.0,0.0,0.65,0.0,No,,Compliant,,,22.0,,37.0,18388
798,2015,NonResidential,Non-Refrigerated Warehouse,PIONEER HUMAN SERVICES,2924049101,"{'latitude': '47.53605811', 'longitude': '-122.33229', 'human_address': '{""address"": ""7440 W MARGINAL WAY S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",1,GREATER DUWAMISH,1969,1,1.0,55450,0,55450,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,34206.0,Office,21244.0,,,,28.0,76.6,89.4,168.5,179.2,4247457.0,4956102.0,0.0,684984.0,2337261.0,19103.0,1910293.0,0.0,117.75,1.94,Yes,,Compliant,,,59.0,,13.0,18388
799,2015,NonResidential,"Distribution Center
",CLOVERDALE BUSINESS PARK,3224049012,"{'latitude': '47.52593209', 'longitude': '-122.3308402', 'human_address': '{""address"": ""309 S CLOVERDALE ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98108""}'}",1,GREATER DUWAMISH,1979,1,1.0,54880,0,54880,Distribution Center,Distribution Center,55000.0,,,,,,35.0,45.6,52.5,93.0,100.3,2505271.0,2885626.0,0.0,348771.0,1190055.0,13153.0,1315265.0,0.0,78.15,1.33,No,,Compliant,,,59.0,,15.0,18388
800,2015,NonResidential,Retail Store,TARGET STORE,3624039166,"{'latitude': '47.52224416', 'longitude': '-122.3684832', 'human_address': '{""address"": ""2800 SW BARTON ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98126""}'}",1,DELRIDGE,1992,1,1.0,113390,0,113390,"Parking, Retail Store",Retail Store,99471.0,Parking,0.0,,,2011,80.0,73.6,80.3,183.9,187.7,7323351.0,7984819.0,0.0,1486328.0,5071562.0,22520.0,2252000.0,0.0,154.96,1.17,No,,Compliant,,,54.0,,14.0,19581
801,2015,NonResidential,Other,UNIVERSITY VILLAGE PARKING GARAGE/RETAIL/STORAGE,925049425,"{'latitude': '47.66482021', 'longitude': '-122.29765115', 'human_address': '{""address"": ""2650 NE 49TH ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98105""}'}",4,NORTHEAST,2002,1,6.0,361398,272900,88498,"Non-Refrigerated Warehouse, Other, Parking, Retail Store",Parking,232685.0,Retail Store,63419.0,Non-Refrigerated Warehouse,15757.0,,,109.2,111.8,314.8,314.1,8971926.0,9189173.0,0.0,2306996.0,7871797.0,11005.0,1100457.0,0.0,113.32,0.22,No,,Compliant,,,53.0,,48.0,18383
802,2015,NonResidential,Supermarket/Grocery Store,Q.F.C. AND RITE AID DRUG STORE,5260300005,"{'latitude': '47.57902013', 'longitude': '-122.2998245', 'human_address': '{""address"": ""2707 RAINIER AVE S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98144""}'}",2,GREATER DUWAMISH,1963,1,1.0,50785,0,50785,Supermarket/Grocery Store,Supermarket/Grocery Store,27382.0,,,,,,59.0,260.9,272.1,612.3,613.0,7144738.0,7449873.0,0.0,1298953.0,4432212.0,27127.0,2712711.0,0.0,174.97,3.07,No,,Compliant,,,42.0,,42.0,17919
803,2015,NonResidential,Small- and Mid-Sized Office,200 SW MICHIGAN,5367202506,"{'latitude': '47.54106841', 'longitude': '-122.3376829', 'human_address': '{""address"": ""200 SW MICHIGAN ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98106""}'}",1,DELRIDGE,1929,1,3.0,85126,0,85126,Office,Office,81526.0,,,,,,99.0,24.8,24.8,57.7,57.7,2019254.0,2019254.0,0.0,361891.0,1234822.0,7845.0,784483.0,0.0,50.27,0.53,No,,Compliant,,,12.0,,13.0,18385
804,2015,NonResidential,Other,NORTHGATE NORTH,2926049109,"{'latitude': '47.70911192', 'longitude': '-122.3246608', 'human_address': '{""address"": ""300 NE NORTHGATE WAY"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98125""}'}",5,NORTH,2000,1,5.0,303255,19820,283435,"Other, Parking, Restaurant, Retail Store",Parking,321828.0,Retail Store,298043.0,Other,5636.0,,,38.9,40.0,116.3,117.4,11821841.0,12143313.0,0.0,3209868.0,10952524.0,8698.0,869771.0,0.0,122.54,0.25,No,,Compliant,,,46.0,,28.0,19579
805,2015,NonResidential,"Distribution Center
",PORTSIDE DISTRIBUTION CENTER,7666207536,"{'latitude': '47.56485509', 'longitude': '-122.338006', 'human_address': '{""address"": ""4050 E MARGINAL WAY S"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98134""}'}",2,GREATER DUWAMISH,1986,1,1.0,411584,0,411584,"Distribution Center, Non-Refrigerated Warehouse, Refrigerated Warehouse",Distribution Center,288048.0,Non-Refrigerated Warehouse,83683.0,Refrigerated Warehouse,35760.0,,48.0,33.8,33.1,73.3,71.1,13779936.0,13489560.0,0.0,2159935.0,7370004.0,64102.0,6410237.0,0.0,391.82,0.87,No,,Compliant,,,57.0,,36.0,19584
806,2015,NonResidential,Mixed Use Property,U.S. RUBBER BLDG.,5247800865,"{'latitude': '47.59960585', 'longitude': '-122.3306596', 'human_address': '{""address"": ""212 S JACKSON ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",7,DOWNTOWN,1902,1,4.0,73320,0,73320,"Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrigerated Warehouse,27283.0,Office,23277.0,Retail Store,6540.0,,,18.2,19.6,42.1,46.3,1041304.0,1117673.0,0.0,183519.0,626193.0,4151.0,415138.0,0.0,26.41,0.32,No,,Compliant,,,49.0,,20.0,18379
807,2015,NonResidential,Large Office,645 ELLIOTT - NORTH BUILDING,3879902265,"{'latitude': '47.62566459', 'longitude': '-122.3680201', 'human_address': '{""address"": ""645 ELLIOTT AVE W"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98119""}'}",7,MAGNOLIA / QUEEN ANNE,2008,1,4.0,242686,100176,142510,"Office, Parking",Office,149081.0,Parking,76364.0,,,,72.0,61.8,61.8,193.9,193.9,9207485.0,9207485.0,0.0,2698559.0,9207866.0,0.0,0.0,0.0,64.19,0.1,No,,Compliant,,,50.0,,40.0,19575
809,2015,NonResidential,Small- and Mid-Sized Office,WASHINGTON SHOE BUILDING,5247800735,"{'latitude': '47.59894805', 'longitude': '-122.332488', 'human_address': '{""address"": ""159 S JACKSON ST"", ""city"": ""SEATTLE"", ""state"": ""WA"", ""zip"": ""98104""}'}",2,DOWNTOWN,1900,1,6.0,95760,15840,79920,Office,Office,95760.0,,,,,,81.0,57.8,59.1,164.7,168.9,5530880.0,5658344.0,0.0,1397327.0,4767878.0,7632.0,763200.0,0.0,73.77,0.56,No,,Compliant,,,49.0,,20.0,18379
